Longitude (x),Latitude (y),Nom de la Station,ID climatologique,Date/Heure,Année,Mois,Temp max.moy.(°C),Temp max. moy. Indicateur,Temp min.moy.(°C),Temp min. moy. Indicateur,Temp moy.(°C),Temp moy. Indicateur,Temp max.ext.(°C),Temp max. ext. Indicateur,Temp min.ext.(°C),Temp min. ext. Indicateur,Pluie tot. (mm),Pluie tot. Indicateur,Neige tot. (cm),Neige tot. Indicateur,Précip. tot. (mm),Précip. tot. Indicateur,Neige au sol. dernier jour (cm),Neige au sol. dernier jour Indicateur,Dir. raf. max. (10's deg),Dir. raf. max. Indicateur,Vit. raf. max. (km/h),Vit. raf. max. Indicateur
-71.9,45.4,SHERBROOKE,7028120,1967-06,1967,6,25.3,,13.3,,19.3,,32.2,,3.3,,71.4,,0,,71.4,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1967-07,1967,7,25.9,,15.9,,20.9,,30,S,11.1,,71.4,,0,,71.4,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1967-08,1967,8,23.8,,14.3,,19.1,,28.9,,6.1,,141,,0,,141,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1967-09,1967,9,19.9,,8.4,,14.2,,26.1,S,1.7,S,52.1,,0,,52.1,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1967-10,1967,10,12.7,,4.5,,8.6,,22.2,,-2.2,,95.8,,0,,95.8,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1967-11,1967,11,3.1,,-3.4,,-0.2,,17.2,,-13.3,,39.6,,45.2,,84.8,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1967-12,1967,12,-1,,-8.7,,-4.9,,8.3,,-18.9,,54.4,E,51.3,,105.7,E,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1968-01,1968,1,-8.2,,-17.9,,-13.1,,2.2,,-31.7,,6.1,,45,,51.1,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1968-02,1968,2,-6.6,,-16.7,,-11.7,,11.1,,-25,,16,,22.4,,38.4,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1968-03,1968,3,4.6,,-4.8,,-0.1,,17.2,,-24.4,,56.6,,34.5,,91.2,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1968-04,1968,4,14,,1.9,,8,,27.8,,-6.7,,57.7,,0,,57.7,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1968-05,1968,5,17.7,,5.6,,11.7,,25.6,,-1.7,,94.5,,0,,94.5,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1968-06,1968,6,20.7,,11.6,,16.2,,27.2,,6.1,,54.9,,0,,54.9,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1968-07,1968,7,25.8,,14.9,,20.4,,32.8,,7.2,S,118.4,,0,,118.4,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1968-08,1968,8,22.1,,12.1,,17.1,,29.4,,4.4,,37.6,,0,,37.6,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1968-09,1968,9,21.2,,10.7,,16,,27.2,,2.2,,64,,0,,64,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1968-10,1968,10,14.3,,5.8,,10.1,,25.6,S,-1.1,,52.8,,0,,52.8,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1968-11,1968,11,2.8,,-2.6,,0.1,,11.7,,-7.8,S,66,,36.6,,102.6,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1968-12,1968,12,-4.7,,-11.9,,-8.3,,8.9,,-32.2,,0,,106.2,,106.2,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1969-01,1969,1,-3.7,,-12.3,,-8,,7.2,,-28.3,,15,,49.3,,64.3,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1969-02,1969,2,-2.6,,-9.9,,-6.3,,5.6,,-18.9,S,0,,58.7,E,58.7,E,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1969-03,1969,3,0.6,,-6.8,,-3.1,,13.3,,-23.3,,26.9,,34.8,,61.7,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1969-04,1969,4,9.4,,-0.6,,4.4,,21.7,,-12.8,,44.2,,22.9,,67.1,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1969-05,1969,5,15.9,,5.7,,10.8,,28.3,,-1.1,S,110.2,,0,,110.2,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1969-06,1969,6,22.9,,12.7,,17.8,,32.8,,5,,118.1,,0,,118.1,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1969-07,1969,7,24.8,,14.4,,19.6,,31.7,,5,,108.7,,0,,108.7,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1969-08,1969,8,24.7,,15.2,,20,,30.6,,6.1,S,102.1,,0,,102.1,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1969-09,1969,9,18.8,,9.4,,14.1,,28.9,,0.6,,89.2,,0,,89.2,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1969-10,1969,10,12.3,,3.3,,7.8,,22.8,,-5.6,S,49,,6.1,,55.1,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1969-11,1969,11,6.2,,-0.2,,3,,17.2,,-17.2,,104.9,,17.3,,122.2,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1969-12,1969,12,-3.4,,-9.9,,-6.7,,11.1,,-27.8,,37.1,,83.1,,120.1,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1970-01,1970,1,-10.2,,-19.6,,-14.9,,5.6,,-30.6,,0,,29.7,,29.7,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1970-02,1970,2,-3.6,,-13.8,,-8.7,,8.9,S,-26.7,,21.6,,37.6,,59.2,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1970-03,1970,3,0.9,,-7.4,,-3.3,,11.1,,-18.3,,43.2,,21.8,,65,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1970-04,1970,4,10.8,,0.2,,5.5,,25.6,,-10.6,,58.4,,18.8,,77.2,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1970-05,1970,5,17.8,,7.4,,12.6,,29.4,,0,,105.4,,0.8,,106.2,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1970-06,1970,6,23.2,,12.3,,17.8,,30.6,,4.4,,88.1,,0,,88.1,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1970-07,1970,7,26.9,,15.9,,21.4,,32.2,,8.3,,56.9,,0,,56.9,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1970-08,1970,8,24.8,,14.4,,19.6,,31.7,S,7.8,,114.6,,0,,114.6,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1970-09,1970,9,18.7,,10.2,,14.5,,27.8,,3.9,,121.9,,0,,121.9,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1970-10,1970,10,15,,5.6,,10.3,,27.2,,-5,,51.6,,0,T,51.6,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1970-11,1970,11,6.2,,-0.9,,2.7,,16.7,,-12.2,,46.7,,48.8,,95.5,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1970-12,1970,12,-6.3,,-14.4,,-10.4,,12.8,,-31.7,,1.3,,134.6,,135.9,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1971-01,1971,1,-8.2,,-18.7,,-13.5,,3.9,,-31.7,,16.3,,50.5,,66.8,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1971-02,1971,2,-2.1,,-11.6,,-6.9,,5.6,,-33.3,,21.3,,90.2,,111.5,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1971-03,1971,3,0.4,,-7.6,,-3.6,,12.8,,-16.7,S,2.8,,108.7,,111.5,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1971-04,1971,4,7.6,,-1.1,,3.3,,16.1,,-9.4,S,25.4,,9.1,,34.5,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1971-05,1971,5,18.1,,6.8,,12.5,,30.6,,-1.1,,57.7,,0,,57.7,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1971-06,1971,6,24.4,,11.4,,17.9,,32.8,,1.7,,53.1,,0,,53.1,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1971-07,1971,7,25.6,,14.3,,20,,30,S,6.7,,88.9,,0,,88.9,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1971-08,1971,8,23.5,,13.8,,18.7,,30,S,5,,159.8,,0,,159.8,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1971-09,1971,9,21.5,,12.3,,16.9,,27.8,,3.9,,122.4,,0,,122.4,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1971-10,1971,10,16.4,,6.8,,11.6,,23.3,,-1.1,,55.9,,0,,55.9,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1971-11,1971,11,3.2,,-3.6,,-0.2,,15.6,,-12.2,S,25.4,,82,,107.4,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1971-12,1971,12,-1.7,,-11.2,,-6.5,,8.9,,-23.9,,62.2,,78.5,,140.7,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1972-01,1972,1,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1972-02,1972,2,,M,,M,,M,,M,-32.2,,0,T,78,E,78,E,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1972-03,1972,3,0.2,,-8.8,,-4.3,,,M,-22.2,S,61.2,,45,,106.2,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1972-04,1972,4,6.6,,-2.1,,2.3,,18.9,,-13.3,,70.1,,19.8,,89.9,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1972-05,1972,5,19.2,,6.9,,13.1,,29.4,S,-1.1,,65.5,,0,,65.5,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1972-06,1972,6,22.1,,12.8,,17.5,,30,,3.3,,112.5,,0,,112.5,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1972-07,1972,7,24.6,,15.3,,20,,32.2,,6.1,,203.5,,0,,203.5,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1972-08,1972,8,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1972-09,1972,9,20.6,,5.2,,12.9,,28.3,,-6.7,,40.9,,0,,40.9,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1972-10,1972,10,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1972-11,1972,11,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1972-12,1972,12,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
